Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
27,Airport,,No Cars Available,2016-07-11 01:49:00,
29,City,,No Cars Available,2016-07-11 01:55:00,
28,City,,No Cars Available,2016-07-11 02:02:00,
30,Airport,297.0,Trip Completed,2016-07-11 02:04:00,2016-07-11 02:37:00
31,City,,No Cars Available,2016-07-11 02:10:00,
32,Airport,,No Cars Available,2016-07-11 02:15:00,
33,Airport,170.0,Trip Completed,2016-07-11 02:17:00,2016-07-11 03:31:00
34,City,78.0,Trip Completed,2016-07-11 02:20:00,2016-07-11 03:34:00
36,City,,No Cars Available,2016-07-11 02:33:00,
37,Airport,,No Cars Available,2016-07-11 02:34:00,
35,City,107.0,Trip Completed,2016-07-11 02:36:00,2016-07-11 03:03:00
38,City,,No Cars Available,2016-07-11 02:39:00,
40,Airport,,No Cars Available,2016-07-11 02:42:00,
41,City,109.0,Trip Completed,2016-07-11 02:47:00,2016-07-11 03:23:00
39,Airport,,No Cars Available,2016-07-11 02:48:00,
42,Airport,,No Cars Available,2016-07-11 02:55:00,
43,City,,No Cars Available,2016-07-11 03:06:00,
44,Airport,,No Cars Available,2016-07-11 03:07:00,
48,City,150.0,Trip Completed,2016-07-11 03:14:00,2016-07-11 04:19:00
46,Airport,,No Cars Available,2016-07-11 03:16:00,
45,Airport,12.0,Trip Completed,2016-07-11 03:17:00,2016-07-11 04:09:00
50,City,100.0,Trip Completed,2016-07-11 03:22:00,2016-07-11 03:57:00
47,City,124.0,Trip Completed,2016-07-11 03:22:00,2016-07-11 04:35:00
49,Airport,,No Cars Available,2016-07-11 03:29:00,
53,Airport,95.0,Trip Completed,2016-07-11 03:30:00,2016-07-11 04:22:00
52,City,,No Cars Available,2016-07-11 03:30:00,
51,City,86.0,Trip Completed,2016-07-11 03:34:00,2016-07-11 04:33:00
54,City,,No Cars Available,2016-07-11 03:34:00,
55,Airport,,No Cars Available,2016-07-11 03:41:00,
57,City,,No Cars Available,2016-07-11 03:52:00,
60,City,141.0,Trip Completed,2016-07-11 03:57:00,2016-07-11 04:46:00
59,City,,No Cars Available,2016-07-11 03:58:00,
56,City,,No Cars Available,2016-07-11 03:58:00,
58,Airport,,No Cars Available,2016-07-11 04:03:00,
61,Airport,,No Cars Available,2016-07-11 04:05:00,
62,Airport,,No Cars Available,2016-07-11 04:10:00,
64,City,52.0,Trip Completed,2016-07-11 04:16:00,2016-07-11 05:28:00
63,Airport,,No Cars Available,2016-07-11 04:17:00,
66,City,255.0,Trip Completed,2016-07-11 04:21:00,2016-07-11 04:54:00
65,Airport,,No Cars Available,2016-07-11 04:23:00,
67,Airport,,No Cars Available,2016-07-11 04:24:00,
69,Airport,,No Cars Available,2016-07-11 04:27:00,
68,Airport,,No Cars Available,2016-07-11 04:27:00,
70,City,80.0,Trip Completed,2016-07-11 04:34:00,2016-07-11 05:30:00
73,Airport,,No Cars Available,2016-07-11 04:36:00,
72,City,,No Cars Available,2016-07-11 04:36:00,
71,City,,No Cars Available,2016-07-11 04:37:00,
74,Airport,239.0,Trip Completed,2016-07-11 04:38:00,2016-07-11 05:44:00
75,Airport,,No Cars Available,2016-07-11 04:40:00,
79,City,,No Cars Available,2016-07-11 04:43:00,
83,City,,No Cars Available,2016-07-11 04:44:00,
76,City,158.0,Cancelled,2016-07-11 04:45:00,
78,City,,No Cars Available,2016-07-11 04:45:00,
77,City,171.0,Cancelled,2016-07-11 04:46:00,
87,City,213.0,Trip Completed,2016-07-11 04:46:00,2016-07-11 05:26:00
81,Airport,73.0,Trip Completed,2016-07-11 04:47:00,2016-07-11 06:00:00
80,City,3.0,Cancelled,2016-07-11 04:47:00,
85,City,144.0,Cancelled,2016-07-11 04:47:00,
82,Airport,290.0,Trip Completed,2016-07-11 04:47:00,2016-07-11 05:23:00
91,Airport,234.0,Trip Completed,2016-07-11 04:49:00,2016-07-11 05:39:00
84,City,28.0,Trip Completed,2016-07-11 04:50:00,2016-07-11 05:26:00
86,City,174.0,Cancelled,2016-07-11 04:51:00,
89,City,280.0,Trip Completed,2016-07-11 04:52:00,2016-07-11 05:51:00
90,Airport,126.0,Trip Completed,2016-07-11 04:53:00,2016-07-11 05:34:00
93,City,69.0,Trip Completed,2016-07-11 04:53:00,2016-07-11 05:30:00
92,City,16.0,Cancelled,2016-07-11 04:53:00,
88,Airport,76.0,Trip Completed,2016-07-11 04:54:00,2016-07-11 06:07:00
95,Airport,270.0,Trip Completed,2016-07-11 04:54:00,2016-07-11 06:03:00
96,City,21.0,Cancelled,2016-07-11 04:58:00,
105,City,182.0,Cancelled,2016-07-11 04:58:00,
98,City,205.0,Cancelled,2016-07-11 04:58:00,
94,City,265.0,Trip Completed,2016-07-11 04:59:00,2016-07-11 05:58:00
99,City,70.0,Cancelled,2016-07-11 05:00:00,
104,City,,No Cars Available,2016-07-11 05:00:00,
100,City,256.0,Trip Completed,2016-07-11 05:00:00,2016-07-11 05:47:00
109,City,284.0,Cancelled,2016-07-11 05:01:00,
102,Airport,100.0,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:38:00
112,Airport,116.0,Trip Completed,2016-07-11 05:01:00,2016-07-11 06:04:00
97,City,138.0,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:39:00
107,City,215.0,Cancelled,2016-07-11 05:02:00,
103,City,,No Cars Available,2016-07-11 05:02:00,
120,City,268.0,Cancelled,2016-07-11 05:04:00,
126,City,40.0,Cancelled,2016-07-11 05:05:00,
110,City,22.0,Trip Completed,2016-07-11 05:05:00,2016-07-11 06:06:00
111,City,62.0,Cancelled,2016-07-11 05:06:00,
106,City,194.0,Trip Completed,2016-07-11 05:06:00,2016-07-11 05:38:00
116,Airport,286.0,Trip Completed,2016-07-11 05:07:00,2016-07-11 05:53:00
101,Airport,99.0,Trip Completed,2016-07-11 05:08:00,2016-07-11 06:09:00
113,City,185.0,Cancelled,2016-07-11 05:09:00,
108,City,248.0,Cancelled,2016-07-11 05:09:00,
119,City,204.0,Cancelled,2016-07-11 05:10:00,
127,City,173.0,Cancelled,2016-07-11 05:10:00,
114,City,217.0,Trip Completed,2016-07-11 05:10:00,2016-07-11 05:40:00
131,City,,No Cars Available,2016-07-11 05:10:00,
129,City,189.0,Cancelled,2016-07-11 05:10:00,
118,Airport,44.0,Trip Completed,2016-07-11 05:11:00,2016-07-11 05:52:00
124,City,,No Cars Available,2016-07-11 05:12:00,
130,City,206.0,Cancelled,2016-07-11 05:12:00,
125,City,38.0,Trip Completed,2016-07-11 05:12:00,2016-07-11 06:17:00
128,City,43.0,Trip Completed,2016-07-11 05:12:00,2016-07-11 05:48:00
123,City,130.0,Trip Completed,2016-07-11 05:12:00,2016-07-11 06:14:00
121,Airport,63.0,Trip Completed,2016-07-11 05:13:00,2016-07-11 06:08:00
134,Airport,121.0,Trip Completed,2016-07-11 05:13:00,2016-07-11 06:14:00
117,City,,No Cars Available,2016-07-11 05:13:00,
133,City,247.0,Cancelled,2016-07-11 05:14:00,
122,City,124.0,Cancelled,2016-07-11 05:14:00,
115,City,244.0,Cancelled,2016-07-11 05:14:00,
132,City,21.0,Cancelled,2016-07-11 05:15:00,
137,City,,No Cars Available,2016-07-11 05:17:00,
140,City,279.0,Cancelled,2016-07-11 05:17:00,
136,City,,No Cars Available,2016-07-11 05:19:00,
141,City,49.0,Cancelled,2016-07-11 05:20:00,
135,City,,No Cars Available,2016-07-11 05:20:00,
138,City,,No Cars Available,2016-07-11 05:20:00,
139,Airport,14.0,Trip Completed,2016-07-11 05:21:00,2016-07-11 06:09:00
144,City,291.0,Cancelled,2016-07-11 05:24:00,
143,Airport,157.0,Trip Completed,2016-07-11 05:24:00,2016-07-11 06:01:00
150,City,9.0,Cancelled,2016-07-11 05:24:00,
142,City,134.0,Trip Completed,2016-07-11 05:25:00,2016-07-11 06:19:00
147,City,267.0,Cancelled,2016-07-11 05:26:00,
151,City,290.0,Cancelled,2016-07-11 05:27:00,
149,City,111.0,Cancelled,2016-07-11 05:29:00,
146,Airport,191.0,Trip Completed,2016-07-11 05:29:00,2016-07-11 06:08:00
152,City,294.0,Trip Completed,2016-07-11 05:29:00,2016-07-11 06:16:00
154,City,,No Cars Available,2016-07-11 05:31:00,
155,City,13.0,Trip Completed,2016-07-11 05:32:00,2016-07-11 06:28:00
145,City,33.0,Trip Completed,2016-07-11 05:32:00,2016-07-11 06:37:00
153,City,,No Cars Available,2016-07-11 05:33:00,
162,City,70.0,Cancelled,2016-07-11 05:34:00,
163,City,161.0,Trip Completed,2016-07-11 05:35:00,2016-07-11 06:49:00
156,Airport,96.0,Trip Completed,2016-07-11 05:35:00,2016-07-11 06:40:00
158,City,289.0,Trip Completed,2016-07-11 05:35:00,2016-07-11 06:41:00
148,Airport,105.0,Trip Completed,2016-07-11 05:36:00,2016-07-11 06:46:00
161,Airport,107.0,Trip Completed,2016-07-11 05:36:00,2016-07-11 06:10:00
168,City,62.0,Cancelled,2016-07-11 05:37:00,
157,City,226.0,Cancelled,2016-07-11 05:38:00,
160,Airport,72.0,Trip Completed,2016-07-11 05:38:00,2016-07-11 06:34:00
171,City,,No Cars Available,2016-07-11 05:39:00,
165,Airport,199.0,Trip Completed,2016-07-11 05:39:00,2016-07-11 06:11:00
164,City,137.0,Cancelled,2016-07-11 05:40:00,
167,City,,No Cars Available,2016-07-11 05:40:00,
166,City,269.0,Cancelled,2016-07-11 05:41:00,
172,Airport,59.0,Trip Completed,2016-07-11 05:41:00,2016-07-11 06:19:00
176,City,67.0,Cancelled,2016-07-11 05:42:00,
185,City,236.0,Cancelled,2016-07-11 05:43:00,
159,City,,No Cars Available,2016-07-11 05:43:00,
174,Airport,119.0,Cancelled,2016-07-11 05:44:00,
169,City,184.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:48:00
170,City,113.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:39:00
173,City,188.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:30:00
175,City,160.0,Cancelled,2016-07-11 05:45:00,
181,City,159.0,Cancelled,2016-07-11 05:46:00,
182,Airport,225.0,Trip Completed,2016-07-11 05:46:00,2016-07-11 06:58:00
178,City,,No Cars Available,2016-07-11 05:47:00,
177,City,169.0,Cancelled,2016-07-11 05:48:00,
186,City,288.0,Cancelled,2016-07-11 05:48:00,
180,Airport,112.0,Trip Completed,2016-07-11 05:48:00,2016-07-11 06:28:00
183,City,252.0,Trip Completed,2016-07-11 05:49:00,2016-07-11 06:29:00
184,City,292.0,Cancelled,2016-07-11 05:49:00,
179,City,,No Cars Available,2016-07-11 05:49:00,
190,City,,No Cars Available,2016-07-11 05:53:00,
188,City,114.0,Cancelled,2016-07-11 05:54:00,
191,Airport,37.0,Trip Completed,2016-07-11 05:55:00,2016-07-11 06:45:00
192,City,202.0,Cancelled,2016-07-11 05:56:00,
187,City,62.0,Cancelled,2016-07-11 05:57:00,
193,City,213.0,Cancelled,2016-07-11 05:58:00,
189,City,,No Cars Available,2016-07-11 05:58:00,
197,City,202.0,Trip Completed,2016-07-11 06:00:00,2016-07-11 06:49:00
198,Airport,249.0,Trip Completed,2016-07-11 06:03:00,2016-07-11 06:44:00
204,City,27.0,Trip Completed,2016-07-11 06:04:00,2016-07-11 06:44:00
195,City,297.0,Trip Completed,2016-07-11 06:05:00,2016-07-11 06:52:00
208,Airport,,No Cars Available,2016-07-11 06:05:00,
194,City,,No Cars Available,2016-07-11 06:05:00,
207,City,,No Cars Available,2016-07-11 06:06:00,
203,City,,No Cars Available,2016-07-11 06:07:00,
196,Airport,24.0,Cancelled,2016-07-11 06:07:00,
199,City,,No Cars Available,2016-07-11 06:07:00,
206,City,232.0,Trip Completed,2016-07-11 06:07:00,2016-07-11 06:37:00
211,City,100.0,Trip Completed,2016-07-11 06:08:00,2016-07-11 06:47:00
201,City,76.0,Trip Completed,2016-07-11 06:09:00,2016-07-11 07:20:00
212,City,106.0,Cancelled,2016-07-11 06:09:00,
202,City,94.0,Cancelled,2016-07-11 06:09:00,
205,Airport,230.0,Trip Completed,2016-07-11 06:10:00,2016-07-11 07:10:00
200,City,36.0,Cancelled,2016-07-11 06:10:00,
209,City,50.0,Cancelled,2016-07-11 06:11:00,
220,Airport,203.0,Trip Completed,2016-07-11 06:11:00,2016-07-11 06:55:00
217,City,183.0,Cancelled,2016-07-11 06:12:00,
210,City,79.0,Cancelled,2016-07-11 06:12:00,
214,City,215.0,Trip Completed,2016-07-11 06:13:00,2016-07-11 06:53:00
216,City,54.0,Cancelled,2016-07-11 06:13:00,
223,Airport,160.0,Trip Completed,2016-07-11 06:13:00,2016-07-11 07:05:00
218,City,30.0,Cancelled,2016-07-11 06:14:00,
215,City,14.0,Trip Completed,2016-07-11 06:15:00,2016-07-11 07:07:00
213,City,116.0,Trip Completed,2016-07-11 06:15:00,2016-07-11 06:57:00
219,City,283.0,Cancelled,2016-07-11 06:15:00,
225,City,245.0,Trip Completed,2016-07-11 06:16:00,2016-07-11 07:28:00
221,City,,No Cars Available,2016-07-11 06:16:00,
224,City,191.0,Cancelled,2016-07-11 06:17:00,
222,Airport,247.0,Trip Completed,2016-07-11 06:20:00,2016-07-11 07:10:00
227,Airport,151.0,Cancelled,2016-07-11 06:20:00,
226,City,,No Cars Available,2016-07-11 06:21:00,
235,City,61.0,Cancelled,2016-07-11 06:22:00,
229,City,131.0,Cancelled,2016-07-11 06:23:00,
228,City,,No Cars Available,2016-07-11 06:24:00,
239,City,98.0,Cancelled,2016-07-11 06:25:00,
231,City,,No Cars Available,2016-07-11 06:26:00,
232,City,22.0,Cancelled,2016-07-11 06:26:00,
230,City,,No Cars Available,2016-07-11 06:27:00,
233,City,9.0,Cancelled,2016-07-11 06:27:00,
234,City,54.0,Trip Completed,2016-07-11 06:27:00,2016-07-11 07:23:00
238,City,42.0,Trip Completed,2016-07-11 06:27:00,2016-07-11 07:15:00
240,City,168.0,Cancelled,2016-07-11 06:29:00,
237,City,56.0,Cancelled,2016-07-11 06:29:00,
250,Airport,66.0,Trip Completed,2016-07-11 06:29:00,2016-07-11 07:34:00
241,City,108.0,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:17:00
242,Airport,139.0,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:21:00
249,City,39.0,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:14:00
244,City,211.0,Cancelled,2016-07-11 06:31:00,
236,City,24.0,Cancelled,2016-07-11 06:32:00,
245,City,69.0,Cancelled,2016-07-11 06:33:00,
247,City,7.0,Cancelled,2016-07-11 06:33:00,
243,City,144.0,Trip Completed,2016-07-11 06:34:00,2016-07-11 07:09:00
246,Airport,87.0,Trip Completed,2016-07-11 06:35:00,2016-07-11 07:10:00
252,City,107.0,Cancelled,2016-07-11 06:36:00,
258,Airport,273.0,Trip Completed,2016-07-11 06:36:00,2016-07-11 07:19:00
251,Airport,268.0,Trip Completed,2016-07-11 06:36:00,2016-07-11 07:08:00
248,City,166.0,Trip Completed,2016-07-11 06:38:00,2016-07-11 07:45:00
257,Airport,89.0,Trip Completed,2016-07-11 06:38:00,2016-07-11 07:50:00
254,City,,No Cars Available,2016-07-11 06:40:00,
262,City,220.0,Cancelled,2016-07-11 06:41:00,
261,City,165.0,Cancelled,2016-07-11 06:42:00,
253,City,130.0,Cancelled,2016-07-11 06:43:00,
269,City,81.0,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:43:00
263,City,,No Cars Available,2016-07-11 06:44:00,
255,City,,No Cars Available,2016-07-11 06:44:00,
256,Airport,80.0,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:38:00
260,City,118.0,Trip Completed,2016-07-11 06:45:00,2016-07-11 07:54:00
267,City,2.0,Trip Completed,2016-07-11 06:46:00,2016-07-11 07:25:00
259,City,,No Cars Available,2016-07-11 06:46:00,
266,City,,No Cars Available,2016-07-11 06:47:00,
265,City,193.0,Cancelled,2016-07-11 06:47:00,
272,City,,No Cars Available,2016-07-11 06:50:00,
274,City,,No Cars Available,2016-07-11 06:50:00,
273,Airport,261.0,Trip Completed,2016-07-11 06:51:00,2016-07-11 07:55:00
264,City,12.0,Trip Completed,2016-07-11 06:51:00,2016-07-11 07:40:00
268,City,206.0,Cancelled,2016-07-11 06:52:00,
276,City,27.0,Cancelled,2016-07-11 06:52:00,
271,Airport,243.0,Trip Completed,2016-07-11 06:53:00,2016-07-11 07:31:00
270,City,124.0,Trip Completed,2016-07-11 06:54:00,2016-07-11 07:50:00
278,City,50.0,Cancelled,2016-07-11 06:55:00,
282,City,141.0,Trip Completed,2016-07-11 06:56:00,2016-07-11 08:11:00
286,City,82.0,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:54:00
279,Airport,109.0,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:47:00
277,City,198.0,Cancelled,2016-07-11 06:59:00,
275,City,22.0,Cancelled,2016-07-11 07:00:00,
281,City,131.0,Trip Completed,2016-07-11 07:01:00,2016-07-11 08:10:00
283,Airport,196.0,Trip Completed,2016-07-11 07:01:00,2016-07-11 07:32:00
285,City,74.0,Trip Completed,2016-07-11 07:02:00,2016-07-11 07:40:00
288,City,,No Cars Available,2016-07-11 07:05:00,
280,Airport,219.0,Trip Completed,2016-07-11 07:05:00,2016-07-11 07:41:00
287,City,,No Cars Available,2016-07-11 07:05:00,
284,City,298.0,Cancelled,2016-07-11 07:05:00,
291,City,224.0,Cancelled,2016-07-11 07:06:00,
293,City,176.0,Cancelled,2016-07-11 07:07:00,
289,City,44.0,Cancelled,2016-07-11 07:09:00,
295,Airport,297.0,Cancelled,2016-07-11 07:10:00,
294,City,278.0,Cancelled,2016-07-11 07:12:00,
296,Airport,144.0,Trip Completed,2016-07-11 07:12:00,2016-07-11 07:54:00
300,City,,No Cars Available,2016-07-11 07:13:00,
297,Airport,206.0,Trip Completed,2016-07-11 07:13:00,2016-07-11 07:43:00
290,City,195.0,Cancelled,2016-07-11 07:13:00,
299,City,284.0,Cancelled,2016-07-11 07:13:00,
292,City,231.0,Trip Completed,2016-07-11 07:14:00,2016-07-11 07:51:00
298,City,238.0,Cancelled,2016-07-11 07:15:00,
305,City,272.0,Cancelled,2016-07-11 07:17:00,
301,City,233.0,Trip Completed,2016-07-11 07:17:00,2016-07-11 08:18:00
302,City,209.0,Cancelled,2016-07-11 07:17:00,
309,City,240.0,Cancelled,2016-07-11 07:18:00,
303,Airport,276.0,Trip Completed,2016-07-11 07:19:00,2016-07-11 08:01:00
307,City,70.0,Cancelled,2016-07-11 07:20:00,
306,City,15.0,Cancelled,2016-07-11 07:20:00,
304,City,221.0,Trip Completed,2016-07-11 07:21:00,2016-07-11 07:50:00
308,City,105.0,Cancelled,2016-07-11 07:22:00,
310,Airport,13.0,Trip Completed,2016-07-11 07:24:00,2016-07-11 08:28:00
313,City,53.0,Trip Completed,2016-07-11 07:26:00,2016-07-11 08:35:00
316,City,290.0,Cancelled,2016-07-11 07:26:00,
312,City,5.0,Trip Completed,2016-07-11 07:27:00,2016-07-11 08:31:00
311,Airport,149.0,Trip Completed,2016-07-11 07:27:00,2016-07-11 08:08:00
318,City,146.0,Trip Completed,2016-07-11 07:28:00,2016-07-11 08:43:00
314,Airport,275.0,Trip Completed,2016-07-11 07:28:00,2016-07-11 08:15:00
317,City,145.0,Cancelled,2016-07-11 07:29:00,
321,City,119.0,Cancelled,2016-07-11 07:30:00,
322,City,26.0,Trip Completed,2016-07-11 07:31:00,2016-07-11 08:10:00
320,City,187.0,Trip Completed,2016-07-11 07:32:00,2016-07-11 08:44:00
326,City,110.0,Cancelled,2016-07-11 07:33:00,
319,City,161.0,Cancelled,2016-07-11 07:33:00,
327,City,240.0,Cancelled,2016-07-11 07:33:00,
328,City,59.0,Cancelled,2016-07-11 07:33:00,
315,City,278.0,Cancelled,2016-07-11 07:34:00,
325,City,182.0,Trip Completed,2016-07-11 07:34:00,2016-07-11 08:44:00
323,City,57.0,Cancelled,2016-07-11 07:36:00,
330,Airport,223.0,Trip Completed,2016-07-11 07:39:00,2016-07-11 08:52:00
335,City,197.0,Trip Completed,2016-07-11 07:39:00,2016-07-11 08:23:00
332,City,259.0,Cancelled,2016-07-11 07:40:00,
334,City,103.0,Cancelled,2016-07-11 07:40:00,
324,City,85.0,Cancelled,2016-07-11 07:40:00,
329,Airport,254.0,Trip Completed,2016-07-11 07:42:00,2016-07-11 08:49:00
333,City,37.0,Trip Completed,2016-07-11 07:43:00,2016-07-11 08:53:00
341,City,94.0,Cancelled,2016-07-11 07:46:00,
331,City,,No Cars Available,2016-07-11 07:47:00,
339,Airport,44.0,Trip Completed,2016-07-11 07:49:00,2016-07-11 08:45:00
338,City,248.0,Trip Completed,2016-07-11 07:50:00,2016-07-11 08:55:00
337,City,,No Cars Available,2016-07-11 07:50:00,
336,Airport,81.0,Trip Completed,2016-07-11 07:50:00,2016-07-11 08:44:00
349,City,,No Cars Available,2016-07-11 07:51:00,
342,City,,No Cars Available,2016-07-11 07:51:00,
340,City,289.0,Cancelled,2016-07-11 07:51:00,
347,City,284.0,Cancelled,2016-07-11 07:51:00,
344,City,,No Cars Available,2016-07-11 07:52:00,
345,City,164.0,Cancelled,2016-07-11 07:52:00,
350,City,96.0,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:40:00
351,City,99.0,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:55:00
348,City,,No Cars Available,2016-07-11 07:54:00,
346,City,273.0,Cancelled,2016-07-11 07:54:00,
352,City,20.0,Cancelled,2016-07-11 07:54:00,
355,City,176.0,Cancelled,2016-07-11 07:54:00,
353,City,72.0,Cancelled,2016-07-11 07:55:00,
343,City,129.0,Trip Completed,2016-07-11 07:57:00,2016-07-11 08:55:00
359,City,,No Cars Available,2016-07-11 07:58:00,
354,City,116.0,Cancelled,2016-07-11 07:59:00,
357,Airport,24.0,Trip Completed,2016-07-11 08:00:00,2016-07-11 09:08:00
358,City,153.0,Cancelled,2016-07-11 08:00:00,
362,City,22.0,Trip Completed,2016-07-11 08:01:00,2016-07-11 09:18:00
360,Airport,35.0,Trip Completed,2016-07-11 08:02:00,2016-07-11 09:05:00
363,City,249.0,Cancelled,2016-07-11 08:02:00,
356,City,,No Cars Available,2016-07-11 08:03:00,
367,City,,No Cars Available,2016-07-11 08:03:00,
366,City,158.0,Cancelled,2016-07-11 08:04:00,
369,City,,No Cars Available,2016-07-11 08:04:00,
361,City,262.0,Trip Completed,2016-07-11 08:05:00,2016-07-11 08:48:00
364,City,,No Cars Available,2016-07-11 08:05:00,
368,City,111.0,Cancelled,2016-07-11 08:06:00,
370,City,73.0,Trip Completed,2016-07-11 08:06:00,2016-07-11 08:32:00
365,City,,No Cars Available,2016-07-11 08:07:00,
372,City,,No Cars Available,2016-07-11 08:07:00,
371,City,158.0,Cancelled,2016-07-11 08:07:00,
375,Airport,279.0,Trip Completed,2016-07-11 08:07:00,2016-07-11 09:26:00
378,City,186.0,Cancelled,2016-07-11 08:08:00,
373,Airport,102.0,Trip Completed,2016-07-11 08:09:00,2016-07-11 09:16:00
374,Airport,264.0,Trip Completed,2016-07-11 08:10:00,2016-07-11 09:03:00
376,City,77.0,Trip Completed,2016-07-11 08:11:00,2016-07-11 08:49:00
377,City,47.0,Cancelled,2016-07-11 08:11:00,
381,City,108.0,Cancelled,2016-07-11 08:16:00,
390,City,,No Cars Available,2016-07-11 08:17:00,
382,City,253.0,Trip Completed,2016-07-11 08:17:00,2016-07-11 09:11:00
384,Airport,231.0,Trip Completed,2016-07-11 08:18:00,2016-07-11 08:54:00
380,Airport,8.0,Trip Completed,2016-07-11 08:18:00,2016-07-11 09:18:00
379,City,130.0,Cancelled,2016-07-11 08:18:00,
387,Airport,228.0,Trip Completed,2016-07-11 08:19:00,2016-07-11 09:07:00
389,City,266.0,Trip Completed,2016-07-11 08:20:00,2016-07-11 09:17:00
383,City,200.0,Cancelled,2016-07-11 08:21:00,
385,City,,No Cars Available,2016-07-11 08:21:00,
388,City,,No Cars Available,2016-07-11 08:21:00,
394,Airport,260.0,Trip Completed,2016-07-11 08:22:00,2016-07-11 08:59:00
397,City,72.0,Cancelled,2016-07-11 08:23:00,
392,Airport,193.0,Trip Completed,2016-07-11 08:23:00,2016-07-11 09:10:00
391,City,107.0,Cancelled,2016-07-11 08:24:00,
399,City,232.0,Cancelled,2016-07-11 08:25:00,
398,City,159.0,Trip Completed,2016-07-11 08:26:00,2016-07-11 09:32:00
401,City,43.0,Cancelled,2016-07-11 08:27:00,
393,City,212.0,Cancelled,2016-07-11 08:27:00,
396,City,,No Cars Available,2016-07-11 08:29:00,
405,City,132.0,Trip Completed,2016-07-11 08:29:00,2016-07-11 09:35:00
400,City,32.0,Cancelled,2016-07-11 08:29:00,
386,City,68.0,Cancelled,2016-07-11 08:29:00,
402,Airport,69.0,Trip Completed,2016-07-11 08:31:00,2016-07-11 09:02:00
395,City,276.0,Cancelled,2016-07-11 08:32:00,
407,City,294.0,Cancelled,2016-07-11 08:33:00,
410,City,274.0,Trip Completed,2016-07-11 08:34:00,2016-07-11 09:25:00
409,City,216.0,Cancelled,2016-07-11 08:34:00,
403,City,79.0,Cancelled,2016-07-11 08:35:00,
423,City,215.0,Trip Completed,2016-07-11 08:36:00,2016-07-11 09:21:00
406,Airport,201.0,Trip Completed,2016-07-11 08:36:00,2016-07-11 09:34:00
411,City,53.0,Cancelled,2016-07-11 08:37:00,
420,City,284.0,Trip Completed,2016-07-11 08:37:00,2016-07-11 09:27:00
412,City,107.0,Cancelled,2016-07-11 08:37:00,
408,City,,No Cars Available,2016-07-11 08:37:00,
415,Airport,251.0,Cancelled,2016-07-11 08:37:00,
413,City,,No Cars Available,2016-07-11 08:37:00,
